Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscription Type,Zip Code,startStationId,endStationId,distance
4522,702,8/29/2013 13:37,Yerba Buena Center of the Arts (3rd @ Howard),68,8/29/2013 13:49,South Van Ness at Market,66,554,Subscriber,94117.0,68,66,2327.0
4874,704,8/29/2013 18:07,San Jose Civic Center,3,8/29/2013 18:19,San Salvador at 1st,8,671,Subscriber,94116.0,3,8,365.0
5058,704,8/29/2013 21:14,Grant Avenue at Columbus Avenue,73,8/29/2013 21:26,Powell at Post (Union Square),71,284,Customer,85224.0,73,71,1412.0
4642,710,8/29/2013 15:20,Market at 4th,76,8/29/2013 15:32,Harry Bridges Plaza (Ferry Building),50,333,Subscriber,94117.0,76,50,1437.0
4643,710,8/29/2013 15:20,Market at 4th,76,8/29/2013 15:32,Harry Bridges Plaza (Ferry Building),50,524,Subscriber,94061.0,76,50,1437.0
4466,711,8/29/2013 13:06,Mechanics Plaza (Market at Battery),75,8/29/2013 13:18,Temporary Transbay Terminal (Howard at Beale),55,537,Subscriber,94123.0,75,55,546.0
4243,720,8/29/2013 11:26,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 11:38,San Francisco Caltrain (Townsend at 4th),70,538,Subscriber,94117.0,70,70,0.0
4346,724,8/29/2013 12:14,Embarcadero at Folsom,51,8/29/2013 12:26,San Francisco Caltrain (Townsend at 4th),70,267,Subscriber,94127.0,51,70,2031.0
4872,726,8/29/2013 18:06,Harry Bridges Plaza (Ferry Building),50,8/29/2013 18:19,Grant Avenue at Columbus Avenue,73,391,Customer,94133.0,50,73,1392.0
5054,727,8/29/2013 21:05,Market at 4th,76,8/29/2013 21:17,Clay at Battery,41,582,Customer,10014.0,76,41,1214.0
4503,728,8/29/2013 13:29,2nd at South Park,64,8/29/2013 13:41,Embarcadero at Vallejo,48,331,Subscriber,94110.0,64,48,2544.0
4823,733,8/29/2013 17:37,5th at Howard,57,8/29/2013 17:50,Market at 10th,67,633,Customer,94062.0,57,67,1521.0
4979,747,8/29/2013 19:40,Harry Bridges Plaza (Ferry Building),50,8/29/2013 19:52,Civic Center BART (7th at Market),72,337,Subscriber,94117.0,50,72,2394.0
4586,748,8/29/2013 14:17,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 14:30,Powell Street BART,39,541,Customer,,69,39,1540.0
4425,752,8/29/2013 12:51,Mechanics Plaza (Market at Battery),75,8/29/2013 13:04,Mechanics Plaza (Market at Battery),75,586,Subscriber,94117.0,75,75,0.0
4545,752,8/29/2013 13:50,Commercial at Montgomery,45,8/29/2013 14:02,Embarcadero at Sansome,60,461,Customer,2142.0,45,60,1368.0
4652,753,8/29/2013 15:28,Grant Avenue at Columbus Avenue,73,8/29/2013 15:40,Yerba Buena Center of the Arts (3rd @ Howard),68,504,Customer,94025.0,73,68,1734.0
5083,755,8/29/2013 22:05,2nd at South Park,64,8/29/2013 22:18,Harry Bridges Plaza (Ferry Building),50,270,Subscriber,94105.0,64,50,1949.0
4842,756,8/29/2013 17:48,Redwood City Caltrain Station,22,8/29/2013 18:01,Franklin at Maple,21,159,Subscriber,94070.0,22,21,734.0
5045,757,8/29/2013 20:51,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 21:03,San Francisco Caltrain 2 (330 Townsend),69,416,Subscriber,94109.0,70,69,109.0
4277,759,8/29/2013 11:50,San Francisco City Hall,58,8/29/2013 12:03,Post at Kearney,47,514,Subscriber,94117.0,58,47,1904.0
4670,759,8/29/2013 15:40,Golden Gate at Polk,59,8/29/2013 15:53,Market at Sansome,77,539,Customer,94112.0,59,77,1909.0
4288,760,8/29/2013 11:57,Spear at Folsom,49,8/29/2013 12:10,Market at 4th,76,562,Subscriber,94110.0,49,76,1792.0
4519,763,8/29/2013 13:36,Japantown,9,8/29/2013 13:48,San Pedro Square,6,657,Customer,95020.0,9,6,1808.0
4080,764,8/29/2013 9:36,South Van Ness at Market,66,8/29/2013 9:49,San Francisco Caltrain 2 (330 Townsend),69,315,Subscriber,94117.0,66,69,2713.0
4803,764,8/29/2013 17:24,Market at Sansome,77,8/29/2013 17:37,South Van Ness at Market,66,539,Subscriber,94114.0,77,66,2325.0
4339,765,8/29/2013 12:12,Spear at Folsom,49,8/29/2013 12:25,Harry Bridges Plaza (Ferry Building),50,568,Subscriber,94112.0,49,50,834.0
4340,767,8/29/2013 12:13,University and Emerson,35,8/29/2013 12:26,California Ave Caltrain Station,36,163,Subscriber,94040.0,35,36,2733.0
4404,768,8/29/2013 12:40,Powell Street BART,39,8/29/2013 12:53,Civic Center BART (7th at Market),72,430,Subscriber,94117.0,39,72,566.0
4973,768,8/29/2013 19:38,Grant Avenue at Columbus Avenue,73,8/29/2013 19:51,Post at Kearney,47,442,Customer,2151.0,73,47,1175.0
4832,776,8/29/2013 17:44,Market at Sansome,77,8/29/2013 17:57,San Francisco Caltrain (Townsend at 4th),70,613,Subscriber,94070.0,77,70,2040.0
4444,777,8/29/2013 12:57,MLK Library,11,8/29/2013 13:10,San Jose Diridon Caltrain Station,2,107,Subscriber,95126.0,11,2,1630.0
4703,778,8/29/2013 16:15,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:28,Market at 4th,76,584,Subscriber,94122.0,50,76,1437.0
4838,778,8/29/2013 17:46,Mountain View Caltrain Station,28,8/29/2013 17:59,Mountain View City Hall,27,129,Customer,94040.0,28,27,861.0
4851,783,8/29/2013 17:55,Beale at Market,56,8/29/2013 18:08,Grant Avenue at Columbus Avenue,73,442,Subscriber,94597.0,56,73,1398.0
4358,784,8/29/2013 12:20,Embarcadero at Folsom,51,8/29/2013 12:33,Beale at Market,56,273,Subscriber,94597.0,51,56,765.0
4877,792,8/29/2013 18:09,Post at Kearney,47,8/29/2013 18:23,South Van Ness at Market,66,622,Subscriber,94110.0,47,66,2169.0
4671,797,8/29/2013 15:44,South Van Ness at Market,66,8/29/2013 15:57,Market at Sansome,77,267,Subscriber,94945.0,66,77,2325.0
4945,797,8/29/2013 19:08,2nd at Folsom,62,8/29/2013 19:21,Embarcadero at Vallejo,48,406,Customer,94105.0,62,48,2062.0
4752,799,8/29/2013 16:58,Yerba Buena Center of the Arts (3rd @ Howard),68,8/29/2013 17:11,Townsend at 7th,65,504,Subscriber,94107.0,68,65,2149.0
4899,802,8/29/2013 18:24,Embarcadero at Bryant,54,8/29/2013 18:37,Temporary Transbay Terminal (Howard at Beale),55,376,Subscriber,94404.0,54,55,796.0
4702,804,8/29/2013 16:14,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:27,Market at 4th,76,592,Subscriber,94061.0,50,76,1437.0
4739,809,8/29/2013 16:44,Post at Kearney,47,8/29/2013 16:58,Embarcadero at Sansome,60,616,Customer,94117.0,47,60,2058.0
5079,809,8/29/2013 22:01,Embarcadero at Vallejo,48,8/29/2013 22:14,Clay at Battery,41,538,Customer,8540.0,48,41,769.0
4736,812,8/29/2013 16:42,Townsend at 7th,65,8/29/2013 16:56,Townsend at 7th,65,395,Customer,77520.0,65,65,0.0
5012,812,8/29/2013 20:13,Harry Bridges Plaza (Ferry Building),50,8/29/2013 20:26,Embarcadero at Sansome,60,448,Customer,85224.0,50,60,1337.0
4820,813,8/29/2013 17:35,2nd at Folsom,62,8/29/2013 17:48,Townsend at 7th,65,409,Subscriber,94107.0,62,65,2232.0
4873,813,8/29/2013 18:07,Temporary Transbay Terminal (Howard at Beale),55,8/29/2013 18:20,Grant Avenue at Columbus Avenue,73,353,Customer,,55,73,1791.0
4526,814,8/29/2013 13:39,Market at 4th,76,8/29/2013 13:53,South Van Ness at Market,66,431,Subscriber,94127.0,76,66,1818.0
4939,816,8/29/2013 19:01,2nd at Folsom,62,8/29/2013 19:14,Harry Bridges Plaza (Ferry Building),50,539,Subscriber,94103.0,62,50,1519.0
4541,817,8/29/2013 13:49,Embarcadero at Vallejo,48,8/29/2013 14:03,Market at Sansome,77,488,Subscriber,94608.0,48,77,1359.0
5030,818,8/29/2013 20:29,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 20:43,Clay at Battery,41,544,Customer,10010.0,69,41,2782.0
4681,819,8/29/2013 15:55,Post at Kearney,47,8/29/2013 16:09,Powell at Post (Union Square),71,373,Subscriber,94122.0,47,71,460.0
4390,825,8/29/2013 12:33,2nd at Folsom,62,8/29/2013 12:47,2nd at South Park,64,331,Subscriber,94518.0,62,64,457.0
4685,826,8/29/2013 15:58,Clay at Battery,41,8/29/2013 16:12,Civic Center BART (7th at Market),72,315,Customer,90019.0,41,72,2171.0
4931,826,8/29/2013 18:56,Powell at Post (Union Square),71,8/29/2013 19:10,Yerba Buena Center of the Arts (3rd @ Howard),68,466,Customer,,71,68,993.0
4946,827,8/29/2013 19:07,2nd at Folsom,62,8/29/2013 19:21,Embarcadero at Vallejo,48,342,Customer,94105.0,62,48,2062.0
4701,828,8/29/2013 16:14,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:27,Market at 4th,76,372,Subscriber,94122.0,50,76,1437.0
4591,832,8/29/2013 14:30,San Salvador at 1st,8,8/29/2013 14:43,St James Park,13,188,Subscriber,95112.0,8,13,1257.0
4451,834,8/29/2013 13:02,Harry Bridges Plaza (Ferry Building),50,8/29/2013 13:16,Clay at Battery,41,618,Subscriber,94115.0,50,41,578.0
5011,834,8/29/2013 20:13,Harry Bridges Plaza (Ferry Building),50,8/29/2013 20:26,Embarcadero at Sansome,60,327,Customer,85224.0,50,60,1337.0
4972,837,8/29/2013 19:38,Grant Avenue at Columbus Avenue,73,8/29/2013 19:52,Post at Kearney,47,408,Customer,96001.0,73,47,1175.0
4938,840,8/29/2013 19:01,2nd at Folsom,62,8/29/2013 19:15,Harry Bridges Plaza (Ferry Building),50,607,Subscriber,94103.0,62,50,1519.0
4997,841,8/29/2013 19:57,San Jose Diridon Caltrain Station,2,8/29/2013 20:11,San Jose City Hall,10,58,Subscriber,95112.0,2,10,1745.0
4523,844,8/29/2013 13:38,Market at 4th,76,8/29/2013 13:53,South Van Ness at Market,66,489,Subscriber,94127.0,76,66,1818.0
4857,844,8/29/2013 17:58,South Van Ness at Market,66,8/29/2013 18:12,2nd at Folsom,62,607,Subscriber,94103.0,66,62,2889.0
4756,845,8/29/2013 17:00,Spear at Folsom,49,8/29/2013 17:14,San Francisco Caltrain (Townsend at 4th),70,381,Subscriber,94010.0,49,70,1800.0
4858,845,8/29/2013 17:58,South Van Ness at Market,66,8/29/2013 18:12,2nd at Folsom,62,539,Subscriber,94103.0,66,62,2889.0
4853,849,8/29/2013 17:55,Townsend at 7th,65,8/29/2013 18:09,San Francisco City Hall,58,411,Customer,94118.0,65,58,1848.0
4507,850,8/29/2013 13:31,Commercial at Montgomery,45,8/29/2013 13:45,Market at 10th,67,392,Subscriber,10009.0,45,67,2537.0
4645,850,8/29/2013 15:20,2nd at South Park,64,8/29/2013 15:35,San Francisco Caltrain (Townsend at 4th),70,288,Subscriber,94109.0,64,70,874.0
4544,852,8/29/2013 13:49,California Ave Caltrain Station,36,8/29/2013 14:03,Cowper at University,37,20,Customer,94306.0,36,37,3273.0
4774,852,8/29/2013 17:08,Market at Sansome,77,8/29/2013 17:22,South Van Ness at Market,66,375,Subscriber,94122.0,77,66,2325.0
4975,852,8/29/2013 19:39,Grant Avenue at Columbus Avenue,73,8/29/2013 19:53,Commercial at Montgomery,45,625,Subscriber,94131.0,73,45,642.0
4380,853,8/29/2013 12:29,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 12:44,Market at 10th,67,574,Subscriber,94127.0,69,67,2563.0
4964,853,8/29/2013 19:32,Mechanics Plaza (Market at Battery),75,8/29/2013 19:46,Townsend at 7th,65,378,Customer,94109.0,75,65,3176.0
5026,857,8/29/2013 20:27,Townsend at 7th,65,8/29/2013 20:42,Townsend at 7th,65,345,Subscriber,94107.0,65,65,0.0
4614,863,8/29/2013 14:52,Howard at 2nd,63,8/29/2013 15:06,Market at 10th,67,351,Subscriber,94612.0,63,67,2363.0
4620,865,8/29/2013 14:58,Howard at 2nd,63,8/29/2013 15:13,Yerba Buena Center of the Arts (3rd @ Howard),68,348,Subscriber,94114.0,63,68,346.0
4593,867,8/29/2013 14:30,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 14:44,San Francisco City Hall,58,267,Subscriber,94115.0,70,58,2788.0
4846,867,8/29/2013 17:51,Commercial at Montgomery,45,8/29/2013 18:05,Commercial at Montgomery,45,324,Customer,94102.0,45,45,0.0
4869,870,8/29/2013 18:06,Spear at Folsom,49,8/29/2013 18:21,5th at Howard,57,404,Subscriber,94105.0,49,57,1843.0
4391,873,8/29/2013 12:33,South Van Ness at Market,66,8/29/2013 12:48,Townsend at 7th,65,369,Subscriber,94549.0,66,65,1881.0
4352,874,8/29/2013 12:16,South Van Ness at Market,66,8/29/2013 12:31,Market at Sansome,77,387,Subscriber,94117.0,66,77,2325.0
4974,877,8/29/2013 19:38,Grant Avenue at Columbus Avenue,73,8/29/2013 19:53,Commercial at Montgomery,45,636,Subscriber,94131.0,73,45,642.0
4713,878,8/29/2013 16:20,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 16:35,South Van Ness at Market,66,431,Customer,94102.0,70,66,2821.0
4804,878,8/29/2013 17:24,Embarcadero at Sansome,60,8/29/2013 17:39,Beale at Market,56,395,Customer,77520.0,60,56,1585.0
4907,879,8/29/2013 18:31,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 18:46,Commercial at Montgomery,45,579,Subscriber,94102.0,70,45,2504.0
4940,879,8/29/2013 19:03,Beale at Market,56,8/29/2013 19:17,South Van Ness at Market,66,395,Subscriber,94102.0,56,66,2795.0
4375,880,8/29/2013 12:26,California Ave Caltrain Station,36,8/29/2013 12:41,University and Emerson,35,161,Subscriber,94040.0,36,35,2733.0
4573,882,8/29/2013 14:09,San Salvador at 1st,8,8/29/2013 14:24,San Salvador at 1st,8,188,Subscriber,95112.0,8,8,0.0
4654,882,8/29/2013 15:28,Civic Center BART (7th at Market),72,8/29/2013 15:43,Townsend at 7th,65,615,Subscriber,94112.0,72,65,1524.0
4275,883,8/29/2013 11:43,Mechanics Plaza (Market at Battery),75,8/29/2013 11:57,South Van Ness at Market,66,626,Subscriber,94107.0,75,66,2566.0
4395,885,8/29/2013 12:35,Grant Avenue at Columbus Avenue,73,8/29/2013 12:49,Post at Kearney,47,505,Customer,94108.0,73,47,1175.0
4935,885,8/29/2013 18:57,Howard at 2nd,63,8/29/2013 19:12,South Van Ness at Market,66,360,Subscriber,94110.0,63,66,2679.0
5090,892,8/29/2013 22:11,Grant Avenue at Columbus Avenue,73,8/29/2013 22:26,Townsend at 7th,65,634,Customer,94107.0,73,65,3845.0
4737,897,8/29/2013 16:43,South Van Ness at Market,66,8/29/2013 16:58,Powell Street BART,39,416,Customer,94110.0,66,39,1399.0
4319,899,8/29/2013 12:10,South Van Ness at Market,66,8/29/2013 12:25,Beale at Market,56,546,Subscriber,94107.0,66,56,2795.0
4991,902,8/29/2013 19:48,Market at 10th,67,8/29/2013 20:03,Market at 4th,76,536,Subscriber,94110.0,67,76,1546.0
4734,905,8/29/2013 16:41,South Van Ness at Market,66,8/29/2013 16:56,Harry Bridges Plaza (Ferry Building),50,448,Subscriber,94122.0,66,50,3228.0
4781,908,8/29/2013 17:12,Commercial at Montgomery,45,8/29/2013 17:27,2nd at Townsend,61,621,Customer,94158.0,45,61,2016.0
4214,909,8/29/2013 11:15,Grant Avenue at Columbus Avenue,73,8/29/2013 11:30,Post at Kearney,47,476,Customer,20002.0,73,47,1175.0
5027,912,8/29/2013 20:28,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 20:43,Clay at Battery,41,514,Customer,10012.0,69,41,2782.0
4494,913,8/29/2013 13:19,Commercial at Montgomery,45,8/29/2013 13:34,Market at 10th,67,506,Customer,,45,67,2537.0
4742,914,8/29/2013 16:47,Steuart at Market,74,8/29/2013 17:02,San Francisco Caltrain (Townsend at 4th),70,511,Subscriber,94111.0,74,70,2453.0
4690,918,8/29/2013 16:01,Harry Bridges Plaza (Ferry Building),50,8/29/2013 16:16,Embarcadero at Sansome,60,395,Customer,77520.0,50,60,1337.0
4618,919,8/29/2013 14:58,South Van Ness at Market,66,8/29/2013 15:13,San Francisco Caltrain 2 (330 Townsend),69,489,Subscriber,94556.0,66,69,2713.0
4449,926,8/29/2013 13:01,Embarcadero at Sansome,60,8/29/2013 13:16,Embarcadero at Vallejo,48,579,Customer,,60,48,681.0
4976,926,8/29/2013 19:39,Clay at Battery,41,8/29/2013 19:55,San Francisco Caltrain 2 (330 Townsend),69,544,Customer,94107.0,41,69,2782.0
4845,929,8/29/2013 17:50,Powell Street BART,39,8/29/2013 18:05,San Francisco Caltrain (Townsend at 4th),70,574,Customer,,39,70,1649.0
4213,931,8/29/2013 11:14,Grant Avenue at Columbus Avenue,73,8/29/2013 11:30,Post at Kearney,47,473,Customer,20002.0,73,47,1175.0
4764,931,8/29/2013 17:04,MLK Library,11,8/29/2013 17:19,San Jose Diridon Caltrain Station,2,91,Customer,94110.0,11,2,1630.0
5000,932,8/29/2013 19:59,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 20:15,South Van Ness at Market,66,444,Customer,94702.0,69,66,2713.0
4971,936,8/29/2013 19:36,Grant Avenue at Columbus Avenue,73,8/29/2013 19:52,Market at 4th,76,309,Subscriber,94597.0,73,76,1450.0
4617,939,8/29/2013 14:57,South Van Ness at Market,66,8/29/2013 15:13,San Francisco Caltrain 2 (330 Townsend),69,431,Subscriber,94618.0,66,69,2713.0
4926,941,8/29/2013 18:53,5th at Howard,57,8/29/2013 19:09,San Francisco Caltrain (Townsend at 4th),70,521,Customer,94158.0,57,70,1256.0
4925,943,8/29/2013 18:53,5th at Howard,57,8/29/2013 19:09,San Francisco Caltrain (Townsend at 4th),70,334,Customer,94158.0,57,70,1256.0
4780,948,8/29/2013 17:11,Market at Sansome,77,8/29/2013 17:27,South Van Ness at Market,66,607,Subscriber,94117.0,77,66,2325.0
4453,949,8/29/2013 13:04,Embarcadero at Sansome,60,8/29/2013 13:20,Commercial at Montgomery,45,461,Customer,94109.0,60,45,1368.0
4397,950,8/29/2013 12:36,2nd at Townsend,61,8/29/2013 12:52,Steuart at Market,74,312,Customer,95819.0,61,74,1862.0
4601,953,8/29/2013 14:33,San Antonio Caltrain Station,29,8/29/2013 14:49,Mountain View Caltrain Station,28,165,Subscriber,94301.0,29,28,3362.0
4497,954,8/29/2013 13:19,Harry Bridges Plaza (Ferry Building),50,8/29/2013 13:35,San Francisco Caltrain (Townsend at 4th),70,568,Customer,94597.0,50,70,2586.0
4771,956,8/29/2013 17:07,Market at Sansome,77,8/29/2013 17:23,South Van Ness at Market,66,514,Customer,10514.0,77,66,2325.0
4683,960,8/29/2013 15:57,Commercial at Montgomery,45,8/29/2013 16:13,South Van Ness at Market,66,435,Subscriber,94102.0,45,66,2809.0
4633,963,8/29/2013 15:09,Howard at 2nd,63,8/29/2013 15:25,Golden Gate at Polk,59,388,Customer,94112.0,63,59,2258.0
4687,967,8/29/2013 16:00,Embarcadero at Vallejo,48,8/29/2013 16:16,Market at Sansome,77,514,Customer,10514.0,48,77,1359.0
4585,968,8/29/2013 14:17,San Francisco City Hall,58,8/29/2013 14:33,2nd at South Park,64,438,Subscriber,94110.0,58,64,3084.0
4289,970,8/29/2013 11:58,Steuart at Market,74,8/29/2013 12:14,Steuart at Market,74,570,Subscriber,94109.0,74,74,0.0
4943,970,8/29/2013 19:06,Davis at Jackson,42,8/29/2013 19:22,Golden Gate at Polk,59,421,Subscriber,94111.0,42,59,2887.0
4886,971,8/29/2013 18:14,Spear at Folsom,49,8/29/2013 18:31,Civic Center BART (7th at Market),72,345,Subscriber,94117.0,49,72,2799.0
4665,972,8/29/2013 15:36,San Pedro Square,6,8/29/2013 15:52,San Pedro Square,6,146,Subscriber,94041.0,6,6,0.0
4740,976,8/29/2013 16:45,Embarcadero at Bryant,54,8/29/2013 17:01,Post at Kearney,47,284,Customer,2142.0,54,47,1845.0
5041,976,8/29/2013 20:42,Townsend at 7th,65,8/29/2013 20:58,Townsend at 7th,65,347,Subscriber,94107.0,65,65,0.0
4210,980,8/29/2013 11:13,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 11:30,South Van Ness at Market,66,319,Subscriber,94118.0,69,66,2713.0
4431,980,8/29/2013 12:54,Powell at Post (Union Square),71,8/29/2013 13:10,Post at Kearney,47,507,Subscriber,94109.0,71,47,460.0
4757,981,8/29/2013 17:00,Beale at Market,56,8/29/2013 17:17,Embarcadero at Sansome,60,273,Customer,43214.0,56,60,1585.0
4426,982,8/29/2013 12:52,2nd at South Park,64,8/29/2013 13:08,2nd at South Park,64,593,Subscriber,94117.0,64,64,0.0
4569,987,8/29/2013 14:06,South Van Ness at Market,66,8/29/2013 14:22,Steuart at Market,74,317,Customer,94102.0,66,74,3131.0
4790,989,8/29/2013 17:17,Market at 10th,67,8/29/2013 17:34,Steuart at Market,74,598,Customer,94597.0,67,74,2858.0
5038,994,8/29/2013 20:36,San Jose Diridon Caltrain Station,2,8/29/2013 20:53,SJSU 4th at San Carlos,12,91,Subscriber,95126.0,2,12,1897.0
4079,995,8/29/2013 9:35,South Van Ness at Market,66,8/29/2013 9:52,South Van Ness at Market,66,327,Subscriber,94102.0,66,66,0.0
4984,998,8/29/2013 19:43,Embarcadero at Folsom,51,8/29/2013 19:59,Grant Avenue at Columbus Avenue,73,260,Subscriber,94105.0,51,73,1888.0
4635,999,8/29/2013 15:09,Embarcadero at Sansome,60,8/29/2013 15:26,Steuart at Market,74,461,Customer,32836.0,60,74,1474.0
4308,1000,8/29/2013 12:04,Redwood City Caltrain Station,22,8/29/2013 12:21,Redwood City Caltrain Station,22,159,Subscriber,94061.0,22,22,0.0
4983,1009,8/29/2013 19:42,Embarcadero at Folsom,51,8/29/2013 19:59,Grant Avenue at Columbus Avenue,73,265,Subscriber,94105.0,51,73,1888.0
4948,1010,8/29/2013 19:10,Embarcadero at Sansome,60,8/29/2013 19:27,Powell at Post (Union Square),71,492,Customer,94609.0,60,71,2545.0
4568,1013,8/29/2013 14:06,South Van Ness at Market,66,8/29/2013 14:22,Steuart at Market,74,525,Customer,94102.0,66,74,3131.0
4491,1015,8/29/2013 13:18,Townsend at 7th,65,8/29/2013 13:35,South Van Ness at Market,66,438,Subscriber,94549.0,65,66,1881.0
4861,1015,8/29/2013 18:00,Post at Kearney,47,8/29/2013 18:17,Golden Gate at Polk,59,498,Subscriber,94118.0,47,59,1752.0
4862,1015,8/29/2013 18:00,Post at Kearney,47,8/29/2013 18:17,Golden Gate at Polk,59,610,Subscriber,94118.0,47,59,1752.0
5007,1016,8/29/2013 20:11,Rengstorff Avenue / California Street,33,8/29/2013 20:28,Rengstorff Avenue / California Street,33,11,Customer,94040.0,33,33,0.0
4512,1024,8/29/2013 13:32,Harry Bridges Plaza (Ferry Building),50,8/29/2013 13:49,Embarcadero at Vallejo,48,314,Subscriber,94608.0,50,48,653.0
4746,1024,8/29/2013 16:53,Harry Bridges Plaza (Ferry Building),50,8/29/2013 17:11,Market at 10th,67,617,Subscriber,94134.0,50,67,2955.0
4813,1030,8/29/2013 17:31,Market at 10th,67,8/29/2013 17:48,Embarcadero at Sansome,60,464,Customer,94117.0,67,60,3851.0
4254,1032,8/29/2013 11:31,San Francisco Caltrain 2 (330 Townsend),69,8/29/2013 11:48,San Francisco Caltrain 2 (330 Townsend),69,541,Customer,94117.0,69,69,0.0
4121,1040,8/29/2013 10:13,University and Emerson,35,8/29/2013 10:31,California Ave Caltrain Station,36,13,Subscriber,94303.0,35,36,2733.0
4485,1040,8/29/2013 13:16,Commercial at Montgomery,45,8/29/2013 13:34,Market at 10th,67,410,Customer,94117.0,45,67,2537.0
4775,1046,8/29/2013 17:08,Spear at Folsom,49,8/29/2013 17:26,Embarcadero at Sansome,60,343,Customer,94607.0,49,60,2136.0
4688,1047,8/29/2013 16:00,Spear at Folsom,49,8/29/2013 16:17,Civic Center BART (7th at Market),72,347,Customer,94109.0,49,72,2799.0
4438,1050,8/29/2013 12:55,Harry Bridges Plaza (Ferry Building),50,8/29/2013 13:12,Market at Sansome,77,594,Customer,94709.0,50,77,902.0
4437,1052,8/29/2013 12:55,Harry Bridges Plaza (Ferry Building),50,8/29/2013 13:12,Market at Sansome,77,578,Subscriber,94110.0,50,77,902.0
4268,1055,8/29/2013 11:40,Market at 10th,67,8/29/2013 11:57,Beale at Market,56,324,Subscriber,94127.0,67,56,2523.0
4852,1055,8/29/2013 17:55,Post at Kearney,47,8/29/2013 18:13,Grant Avenue at Columbus Avenue,73,284,Customer,2151.0,47,73,1175.0
5091,1061,8/29/2013 22:11,Mountain View City Hall,27,8/29/2013 22:29,Mountain View City Hall,27,56,Subscriber,94041.0,27,27,0.0
4629,1065,8/29/2013 15:03,Davis at Jackson,42,8/29/2013 15:20,South Van Ness at Market,66,356,Subscriber,94127.0,42,66,3303.0
4995,1065,8/29/2013 19:53,Market at 10th,67,8/29/2013 20:11,Beale at Market,56,557,Subscriber,94609.0,67,56,2523.0
4206,1066,8/29/2013 11:09,Market at 10th,67,8/29/2013 11:27,Steuart at Market,74,632,Customer,98034.0,67,74,2858.0
4073,1067,8/29/2013 9:24,South Van Ness at Market,66,8/29/2013 9:42,San Francisco Caltrain 2 (330 Townsend),69,321,Subscriber,94703.0,66,69,2713.0
4244,1071,8/29/2013 11:26,San Francisco Caltrain (Townsend at 4th),70,8/29/2013 11:44,San Francisco City Hall,58,572,Subscriber,94122.0,70,58,2788.0
4733,1072,8/29/2013 16:40,Post at Kearney,47,8/29/2013 16:58,Embarcadero at Sansome,60,538,Customer,94114.0,47,60,2058.0
4956,1072,8/29/2013 19:15,Harry Bridges Plaza (Ferry Building),50,8/29/2013 19:33,South Van Ness at Market,66,510,Subscriber,94103.0,50,66,3228.0
5049,1075,8/29/2013 21:00,San Jose Civic Center,3,8/29/2013 21:18,Santa Clara at Almaden,4,68,Customer,,3,4,844.0
4555,1077,8/29/2013 13:55,Yerba Buena Center of the Arts (3rd @ Howard),68,8/29/2013 14:13,Mechanics Plaza (Market at Battery),75,557,Customer,94702.0,68,75,1022.0
4888,1077,8/29/2013 18:16,2nd at Townsend,61,8/29/2013 18:34,Grant Avenue at Columbus Avenue,73,309,Customer,94121.0,61,73,2634.0
4580,1081,8/29/2013 14:14,South Van Ness at Market,66,8/29/2013 14:32,Harry Bridges Plaza (Ferry Building),50,370,Subscriber,94127.0,66,50,3228.0
4373,1083,8/29/2013 12:22,Palo Alto Caltrain Station,34,8/29/2013 12:40,University and Emerson,35,83,Subscriber,94117.0,34,35,209.0
4433,1083,8/29/2013 12:54,Harry Bridges Plaza (Ferry Building),50,8/29/2013 13:12,Market at Sansome,77,613,Subscriber,94109.0,50,77,902.0
4511,1088,8/29/2013 13:32,California Ave Caltrain Station,36,8/29/2013 13:50,University and Emerson,35,93,Customer,10003.0,36,35,2733.0
4847,1088,8/29/2013 17:51,Mechanics Plaza (Market at Battery),75,8/29/2013 18:09,Market at 10th,67,557,Subscriber,94109.0,75,67,2294.0
4365,1094,8/29/2013 12:24,Arena Green / SAP Center,14,8/29/2013 12:42,Arena Green / SAP Center,14,647,Subscriber,95126.0,14,14,0.0
5068,1096,8/29/2013 21:40,Embarcadero at Vallejo,48,8/29/2013 21:58,Civic Center BART (7th at Market),72,571,Customer,,48,72,2851.0
4916,1097,8/29/2013 18:45,Steuart at Market,74,8/29/2013 19:03,South Van Ness at Market,66,598,Subscriber,94111.0,74,66,3131.0
4826,1098,8/29/2013 17:38,Commercial at Montgomery,45,8/29/2013 17:57,San Francisco Caltrain (Townsend at 4th),70,384,Subscriber,94107.0,45,70,2504.0
